Date,AAPL,AXP,BA,GOOGL,IBM,MSFT,PFE
2001-01-01,1.0626,48.107,66.0,,85.0,21.688,46.0
2001-01-02,1.0625,45.5342,62.0,,84.8125,21.688,46.125
2001-01-03,1.1696,48.982,62.563,,94.688,23.969,43.563
2001-01-04,1.2188,47.4496,61.0,,93.1875,24.219,41.8125
2001-01-05,1.1697,45.151,58.75,,94.0,24.563,42.375
2001-01-08,1.183,42.8525,59.0,,93.938,24.469,41.875
2001-01-09,1.2277,41.1011,58.938,,92.5625,25.9062,43.25
2001-01-10,1.1831,40.8822,60.375,,93.4375,26.438,42.313
2001-01-11,1.2857,41.9221,59.125,,93.6875,27.5,41.0
2001-01-12,1.2277,41.9768,60.625,,93.8125,26.75,41.438
2001-01-15,1.2277,41.9768,60.625,,93.8125,26.75,41.438
2001-01-16,1.2233,42.3052,61.0,,92.75,26.282,41.688
2001-01-17,1.2009,43.2903,58.75,,96.6875,26.469,40.75
2001-01-18,1.3348,43.454,57.375,,108.313,27.75,41.125
2001-01-19,1.3929,42.579,55.6875,,111.25,30.5,41.375
2001-01-22,1.375,39.405,56.0,,108.563,30.0625,42.125
2001-01-23,1.4643,40.718,57.5,,109.063,30.282,42.875
2001-01-24,1.4688,40.4991,57.4375,,110.438,31.4375,42.9375
2001-01-25,1.4241,40.6086,59.25,,110.75,30.907,44.438
2001-01-26,1.3974,40.8275,58.063,,114.1875,32.0,44.3125
2001-01-29,1.5491,41.69,56.46,,115.24,32.25,43.3
2001-01-30,1.5536,41.953,56.15,,116.75,31.688,44.28
2001-01-31,1.5447,41.243,58.5,,112.0,30.532,45.15
2001-02-01,1.5089,41.585,56.52,,114.05,31.188,45.21
2001-02-02,1.4733,42.128,56.85,,110.27,30.407,44.9
2001-02-05,1.442,42.391,57.93,,112.22,30.969,45.75
2001-02-06,1.509,41.147,56.73,,114.19,31.282,45.85
2001-02-07,1.4821,40.604,57.45,,116.91,32.344,44.5
2001-02-08,1.4821,41.243,57.51,,114.03,31.125,44.75
2001-02-09,1.3661,41.182,57.34,,112.32,29.563,45.04
2001-02-12,1.4063,42.2067,59.07,,114.9,29.375,46.12
2001-02-13,1.3661,40.9632,60.72,,113.75,29.094,45.03
2001-02-14,1.3929,40.841,60.59,,115.1,29.188,45.2
2001-02-15,1.4331,41.042,60.15,,116.78,29.407,44.25
2001-02-16,1.3571,41.3485,59.99,,115.0,28.594,45.26
2001-02-19,1.3571,41.3485,59.99,,115.0,28.594,45.26
2001-02-20,1.3081,40.2627,61.85,,111.5,27.938,44.85
2001-02-21,1.3483,38.503,60.2,,107.5,28.125,44.81
2001-02-22,1.3036,38.967,61.28,,108.88,27.594,45.09
2001-02-23,1.3439,39.317,61.61,,104.0,28.219,44.82
2001-02-26,1.3929,39.58,62.76,,105.3,29.782,45.25
2001-02-27,1.384,39.7898,63.7,,102.59,29.688,45.21
2001-02-28,1.3036,38.4238,62.2,,99.9,29.5,45.0
2001-03-01,1.3393,37.653,59.65,,106.05,29.672,44.1
2001-03-02,1.375,38.31,60.1,,102.31,28.344,43.61
2001-03-05,1.4554,37.9072,61.91,,104.91,28.719,43.83
2001-03-06,1.5357,37.6445,62.13,,106.0,29.719,43.1
2001-03-07,1.5179,38.704,64.1,,107.55,30.344,41.95
2001-03-08,1.4867,38.9054,64.75,,106.47,29.625,42.0
2001-03-09,1.4464,37.4168,65.5,,99.29,28.344,42.45
2001-03-12,1.3304,35.377,61.0,,95.49,25.8672,40.35
2001-03-13,1.3974,36.5149,60.57,,98.39,27.094,39.9
2001-03-14,1.4598,33.695,58.02,,94.96,27.0,39.0
2001-03-15,1.4063,34.851,56.1,,95.56,26.844,38.59
2001-03-16,1.4019,33.433,53.75,,90.1,27.2812,37.37
2001-03-19,1.4689,33.9405,56.02,,92.6,27.157,37.6
2001-03-20,1.4063,32.636,55.0,,88.3,26.344,37.22
2001-03-21,1.4376,30.6392,53.85,,89.08,24.969,35.98
2001-03-22,1.5447,30.385,52.0,,89.1,27.0,35.67
2001-03-23,1.6429,32.268,53.0,,93.5,28.282,37.53
2001-03-26,1.5557,33.082,55.44,,95.66,28.032,38.74
2001-03-27,1.6336,34.7198,55.2,,99.5,29.125,39.98
2001-03-28,1.5836,34.1594,55.0,,94.41,27.782,39.93
2001-03-29,1.6093,34.116,55.95,,95.04,27.688,39.99
2001-03-30,1.5764,36.165,55.71,,96.18,27.344,40.95
2001-04-02,1.5421,34.7724,55.02,,94.66,27.907,38.95
2001-04-03,1.4457,33.266,54.61,,90.4,26.688,39.02
2001-04-04,1.3929,31.6988,54.63,,92.0,25.969,39.75
2001-04-05,1.4907,33.546,56.81,,98.21,28.375,40.8
2001-04-06,1.4707,32.1454,55.98,,97.95,28.094,41.08
2001-04-09,1.4671,32.5131,56.87,,96.0,28.575,41.97
2001-04-10,1.6214,33.4238,60.07,,98.66,29.84,41.0
2001-04-11,1.5571,33.669,59.12,,97.43,30.5,40.0
2001-04-12,1.6014,34.317,60.5,,96.2,31.09,40.7
2001-04-13,1.6014,34.317,60.5,,96.2,31.09,40.7
2001-04-16,1.5314,33.739,59.75,,96.75,30.395,40.9
2001-04-17,1.4571,34.133,60.6,,99.7,30.74,42.41
2001-04-18,1.6243,37.285,61.3,,106.5,33.45,40.9
2001-04-19,1.8371,37.618,60.63,,114.47,36.175,39.8
2001-04-20,1.7886,36.3398,61.7,,114.83,34.5,40.76
2001-04-23,1.725,35.473,60.14,,112.0,34.125,41.0
2001-04-24,1.7164,35.683,60.8,,112.67,33.775,40.52
2001-04-25,1.7657,35.989,60.34,,114.85,34.845,40.91
2001-04-26,1.7636,36.69,60.98,,113.68,34.565,42.5
2001-04-27,1.8714,38.4413,61.61,,116.2,33.56,43.12
2001-04-30,1.8207,37.163,61.8,,115.14,33.875,43.3
2001-05-01,1.8929,36.996,63.43,,118.65,35.085,43.62
2001-05-02,1.8993,37.8634,64.0,,115.4,34.88,43.19
2001-05-03,1.875,37.1804,64.0,,113.7,34.265,42.25
2001-05-04,1.8393,38.398,64.5,,115.86,35.375,43.65
2001-05-07,1.7829,37.8546,64.69,,115.9,35.675,43.77
2001-05-08,1.755,36.1646,64.63,,117.7,36.03,44.01
2001-05-09,1.7129,36.4273,65.0,,116.98,35.2,44.45
2001-05-10,1.6429,37.5131,65.95,,115.2,35.0,43.74
2001-05-11,1.6321,37.014,66.01,,111.81,34.7,43.0
2001-05-14,1.6636,37.2855,66.74,,112.56,34.36,43.31
2001-05-15,1.6557,36.637,66.59,,113.58,34.135,42.97
2001-05-16,1.7214,38.7916,66.75,,115.8,34.58,44.62
2001-05-17,1.6821,38.844,68.79,,115.07,34.08,44.76
2001-05-18,1.6807,38.266,68.35,,117.68,34.045,44.85
2001-05-21,1.6829,39.3958,68.69,,119.04,34.395,44.76
2001-05-22,1.6821,40.42,68.0,,118.31,35.1,44.01
2001-05-23,1.6964,39.1419,66.0,,117.4,34.85,43.55
2001-05-24,1.6571,39.0543,65.2,,119.52,35.86,42.92
2001-05-25,1.6257,37.9422,63.33,,117.8,35.455,41.86
2001-05-28,1.6257,37.9422,63.33,,117.8,35.455,41.86
2001-05-29,1.5336,37.1366,63.53,,115.27,35.17,43.04
2001-05-30,1.4129,37.014,63.05,,112.65,34.595,43.2
2001-05-31,1.4457,36.883,62.89,,111.8,34.59,42.89
2001-06-01,1.4921,37.1804,65.0,,112.89,35.17,42.81
2001-06-04,1.4757,37.522,66.03,,113.64,35.39,43.47
2001-06-05,1.4957,37.303,66.93,,116.9,36.3,42.95
2001-06-06,1.4807,36.673,66.1,,117.5,36.18,42.85
2001-06-07,1.5471,36.042,65.65,,117.25,36.825,43.75
2001-06-08,1.5229,35.893,64.59,,116.1,36.595,43.51
2001-06-11,1.4314,36.261,64.5,,117.34,36.06,43.11
2001-06-12,1.4507,36.6025,65.71,,117.8,36.04,42.94
2001-06-13,1.4621,36.3573,65.49,,116.59,35.345,42.66
2001-06-14,1.42,34.8249,63.56,,116.08,34.45,43.25
2001-06-15,1.46,34.098,64.25,,113.6,34.01,42.63
2001-06-18,1.4521,33.748,64.88,,114.27,33.44,43.22
2001-06-19,1.4421,33.835,61.8,,114.84,33.66,44.0
2001-06-20,1.5479,34.676,61.11,,113.09,34.705,44.5
2001-06-21,1.6064,35.3765,57.75,,112.1,34.92,44.87
2001-06-22,1.59,35.683,57.0,,112.87,34.415,42.79
2001-06-25,1.7136,34.9212,56.96,,112.65,34.425,42.02
2001-06-26,1.6964,34.151,57.02,,113.04,35.07,42.21
2001-06-27,1.6671,33.4939,57.7,,113.52,35.58,41.57
2001-06-28,1.6814,34.5622,57.24,,115.1,36.37,42.15
2001-06-29,1.6607,33.9755,55.6,,113.0,36.5,40.05
2001-07-02,1.7071,34.5972,56.36,,114.35,35.3,40.9
2001-07-03,1.7029,35.0788,56.33,,112.98,35.235,40.44
2001-07-04,1.7029,35.0788,56.33,,112.98,35.235,40.44
2001-07-05,1.6564,34.58,55.23,,112.1,34.255,39.76
2001-07-06,1.5736,33.5201,54.3,,106.5,33.03,40.05
2001-07-09,1.6214,33.45,52.83,,104.72,32.845,40.8202
2001-07-10,1.51,32.3993,54.15,,101.96,32.24,40.81
2001-07-11,1.61,32.8021,52.9,,103.85,33.25,38.85
2001-07-12,1.74,33.8267,54.49,,107.25,35.8,37.6
2001-07-13,1.775,34.466,55.07,,108.53,35.67,38.43
2001-07-16,1.7114,33.5902,55.28,,107.82,35.59,37.87
2001-07-17,1.7929,34.0806,56.3,,108.58,35.91,38.5
2001-07-18,1.485,32.8371,57.13,,104.28,35.285,41.01
2001-07-19,1.4257,33.275,56.39,,104.0,34.6,41.13
2001-07-20,1.4271,33.4151,56.79,,105.7,34.59,41.42
2001-07-23,1.3957,33.3888,56.25,,105.85,33.545,40.08
2001-07-24,1.3636,33.0998,55.26,,104.51,33.16,39.86
2001-07-25,1.3193,33.3625,56.67,,105.4,33.67,40.1
2001-07-26,1.3279,33.949,58.11,,106.0,33.295,39.99
2001-07-27,1.3543,34.588,58.14,,104.7,32.735,39.84
2001-07-30,1.3521,34.8074,57.4,,106.25,32.9,40.1
2001-07-31,1.3421,35.3152,58.53,,105.21,33.095,41.22
2001-08-01,1.3614,36.3923,59.0,,107.06,33.235,41.14
2001-08-02,1.4157,36.27,58.82,,108.8,33.725,40.74
2001-08-03,1.3929,35.4203,59.25,,108.18,33.445,40.74
2001-08-06,1.3664,34.834,58.4,,106.51,33.065,40.34
2001-08-07,1.375,35.1751,57.5,,106.25,33.175,40.26
2001-08-08,1.35,34.8424,56.61,,104.19,32.43,40.1
2001-08-09,1.3607,34.8687,56.36,,104.08,32.505,40.75
2001-08-10,1.3586,34.9562,56.85,,104.95,32.76,41.1
2001-08-13,1.3636,35.0701,56.45,,105.86,32.915,40.93
2001-08-14,1.3379,34.4921,55.89,,106.2,32.345,41.07
2001-08-15,1.3171,33.8529,54.44,,105.01,31.6,41.21
2001-08-16,1.3321,33.4063,55.13,,105.75,32.31,41.19
2001-08-17,1.2907,32.837,54.0,,104.59,30.94,41.75
2001-08-20,1.3029,33.4326,53.34,,104.1,31.35,41.41
2001-08-21,1.28,32.049,51.94,,101.89,30.39,40.64
2001-08-22,1.3007,32.6008,52.3,,103.96,30.33,40.68
2001-08-23,1.2721,33.0035,52.17,,103.0,29.56,40.68
2001-08-24,1.3299,33.459,53.63,,106.99,31.025,41.33
2001-08-27,1.3514,33.301,53.06,,106.86,31.155,40.95
2001-08-28,1.3143,32.4081,51.65,,104.95,30.37,40.15
2001-08-29,1.2736,32.3993,50.7,,104.13,30.125,39.6
2001-08-30,1.2736,31.48,50.5,,100.36,28.47,38.3
2001-08-31,1.325,31.8914,51.2,,100.0,28.525,38.31
2001-09-03,1.325,31.8914,51.2,,100.0,28.525,38.31
2001-09-04,1.3036,31.9177,49.95,,101.49,28.05,38.59
2001-09-05,1.325,32.067,50.61,,100.69,28.87,39.34
2001-09-06,1.2657,30.8932,48.84,,98.0,28.01,38.45
2001-09-07,1.2343,30.298,45.18,,96.59,27.7,36.96
2001-09-10,1.2407,30.657,43.46,,96.47,28.79,38.17
2001-09-11,1.2407,30.657,43.46,,96.47,28.79,38.17
2001-09-12,1.2407,30.657,43.46,,96.47,28.79,38.17
2001-09-13,1.2407,30.657,43.46,,96.47,28.79,38.17
2001-09-14,1.2407,30.657,43.46,,96.47,28.79,38.17
2001-09-17,1.2136,26.489,35.8,,93.34,26.455,39.9
2001-09-18,1.2658,23.9755,33.14,,96.75,27.16,37.8
2001-09-19,1.2157,22.7671,32.6,,96.0,26.935,37.02
2001-09-20,1.12,22.9422,29.76,,93.4,25.38,36.54
2001-09-21,1.1236,22.4256,30.1,,91.0247,24.855,35.8
2001-09-24,1.175,24.0893,32.8,,94.8,26.005,36.03
2001-09-25,1.11,23.5814,34.48,,94.45,25.65,36.98
2001-09-26,1.0821,23.8879,34.29,,91.3,25.135,37.7317
2001-09-27,1.1079,24.0455,34.4,,90.0,24.98,39.75
2001-09-28,1.1079,25.4466,33.5,,91.72,25.585,39.6947
2001-10-01,1.11,25.7268,32.4,,92.71,25.895,41.1
2001-10-02,1.075,25.394,34.25,,93.77,26.525,41.5
2001-10-03,1.07,26.2172,35.9597,,96.95,28.115,41.25
2001-10-04,1.1343,25.289,36.38,,97.31,28.22,41.02
2001-10-05,1.1529,24.3345,36.26,,98.02,28.86,41.5215
2001-10-08,1.1571,24.1244,36.62,,98.5,29.025,41.0
2001-10-09,1.1429,25.394,36.0,,97.14,27.28,40.74
2001-10-10,1.2014,25.8494,35.76,,97.25,27.755,41.75
2001-10-11,1.2671,26.27,36.18,,99.4,28.16,40.26
2001-10-12,1.2864,26.3573,35.9,,100.84,28.19,40.86
2001-10-15,1.285,27.049,35.27,,102.0,29.03,41.37
2001-10-16,1.2864,27.4081,35.12,,101.85,29.225,41.1
2001-10-17,1.2136,26.3135,33.7,,102.9,28.015,41.65
2001-10-18,1.3021,26.3485,32.86,,101.26,28.375,41.86
2001-10-19,1.3071,25.6743,33.45,,102.65,28.95,42.33
2001-10-22,1.3586,26.55,33.9288,,105.25,30.08,43.0
2001-10-23,1.2957,26.497,33.89,,105.81,30.215,42.65
2001-10-24,1.3536,26.2609,34.24,,108.75,30.66,42.96
2001-10-25,1.3707,26.9527,35.95,,110.66,31.28,43.01
2001-10-26,1.3336,26.9002,37.68,,111.16,31.1,42.7
2001-10-29,1.2593,26.2172,33.75,,109.3852,29.82,42.8659
2001-10-30,1.2571,25.849,33.6192,,108.65,29.44,42.45
2001-10-31,1.2543,25.7706,32.6,,108.07,29.075,41.9
2001-11-01,1.3279,25.7132,33.19,,109.89,30.92,42.74
2001-11-02,1.3264,26.3136,34.35,,109.5,30.7,42.2
2001-11-05,1.3621,26.5937,35.05,,109.97,31.635,41.96
2001-11-06,1.3979,26.7601,35.52,,114.19,32.39,42.48
2001-11-07,1.3993,27.8459,34.89,,113.85,32.125,42.14
2001-11-08,1.3364,28.3713,34.9,,113.81,32.21,42.3
2001-11-09,1.3364,28.6427,33.24,,114.08,32.605,42.13
2001-11-12,1.3393,28.0998,33.06,,114.86,32.895,42.06
2001-11-13,1.3836,28.152,33.61,,116.7,33.95,42.2451
2001-11-14,1.4007,29.273,34.1,,114.35,32.975,42.38
2001-11-15,1.3893,30.114,34.24,,114.75,33.06,42.65
2001-11-16,1.355,29.0105,35.01,,114.5,32.875,42.73
2001-11-19,1.4286,30.035,35.1,,115.0,33.27,43.18
2001-11-20,1.395,29.4658,34.97,,115.44,32.7,43.18
2001-11-21,1.4057,29.3345,34.7,,114.34,32.025,43.63
2001-11-22,1.4057,29.3345,34.7,,114.34,32.025,43.63
2001-11-23,1.4171,30.0964,35.63,,115.35,32.355,43.65
2001-11-26,1.5264,30.7794,35.89,,116.33,32.57,43.9
2001-11-27,1.5,30.4658,35.5,,114.2,31.87,43.6
2001-11-28,1.4664,29.4658,34.17,,112.15,31.4,43.17
2001-11-29,1.4586,29.1769,35.2,,112.8551,32.42,43.48
2001-11-30,1.5214,28.8179,34.9146,,115.59,32.105,43.31
2001-12-03,1.5036,28.1436,35.1,,114.13,32.385,43.69
2001-12-04,1.6,29.3345,35.39,,116.64,33.0,43.56
2001-12-05,1.6971,30.3065,35.89,,121.98,34.05,43.53
2001-12-06,1.6271,30.7881,37.11,,120.14,34.325,43.33
2001-12-07,1.61,30.3853,37.3,,121.0,33.915,43.1
2001-12-10,1.61,29.7723,36.9,,119.66,33.53,41.826
2001-12-11,1.5557,30.0,37.07,,121.5,33.66,40.35
2001-12-12,1.535,29.3345,36.8,,123.2,33.975,40.24
2001-12-13,1.5,28.5464,37.0013,,120.25,33.135,39.8705
2001-12-14,1.4564,28.2487,37.65,,121.1,33.72,39.1272
2001-12-17,1.4729,29.028,37.06,,121.34,34.49,40.33
2001-12-18,1.5007,29.2294,37.25,,122.2,34.635,40.64
2001-12-19,1.5443,30.2977,37.51,,123.89,34.745,41.1
2001-12-20,1.4764,29.3783,38.14,,122.7,33.38,41.4
2001-12-21,1.5,29.5972,38.64,,122.0,33.77,41.0
2001-12-24,1.5257,30.0,38.42,,121.45,33.635,40.77
2001-12-25,1.5257,30.0,38.42,,121.45,33.635,40.77
2001-12-26,1.535,30.3853,38.6,,122.4,33.84,40.62
2001-12-27,1.5764,30.648,38.84,,123.93,33.925,40.35
2001-12-28,1.6021,31.6988,39.1,,122.9,33.935,40.4
2001-12-31,1.5643,31.2522,38.78,,120.96,33.135,39.85
2002-01-01,1.5643,31.2522,38.78,,120.96,33.135,39.85
2002-01-02,1.6643,31.5061,38.1,,121.5,33.52,40.0
2002-01-03,1.6843,31.9177,38.75,,122.775,34.615,39.7
2002-01-04,1.6921,33.1087,40.36,,125.6,34.45,39.4
2002-01-07,1.6357,32.9247,41.0,,124.05,34.28,39.7
2002-01-08,1.615,32.4431,40.33,,125.2,34.69,39.59
2002-01-09,1.5464,32.5306,39.9,,124.49,34.355,40.05
2002-01-10,1.5164,33.0736,39.84,,122.14,34.64,41.01
2002-01-11,1.5036,32.7671,38.69,,120.31,34.305,40.6
2002-01-14,1.5107,31.7426,38.25,,118.05,34.235,40.52
2002-01-15,1.55,33.1087,39.35,,118.85,34.775,40.41
2002-01-16,1.4843,32.084,38.02,,117.4,33.935,40.0
2002-01-17,1.6057,32.5394,38.33,,119.9,34.93,40.13
2002-01-18,1.5836,32.4168,39.15,,114.25,33.05,40.1
2002-01-21,1.5836,32.4168,39.15,,114.25,33.05,40.1
2002-01-22,1.5586,32.6007,39.63,,110.5,32.23,40.8
2002-01-23,1.6443,31.9177,39.33,,107.9,31.87,41.94
2002-01-24,1.6579,32.1804,40.0,,108.72,32.3,41.5
2002-01-25,1.6607,32.3905,40.48,,109.28,31.9,41.7
2002-01-28,1.6621,31.7776,40.9,,108.15,31.91,41.57
2002-01-29,1.6479,30.158,40.23,,103.0,31.16,41.4115
2002-01-30,1.7207,30.9107,40.0,,105.55,31.425,41.25
2002-01-31,1.7657,30.8435,40.95,,106.8866,31.855,41.67
2002-02-01,1.7436,30.7356,41.46,,108.0,31.33,42.15
2002-02-04,1.8107,29.2644,41.1,,106.8,30.56,41.15
2002-02-05,1.8179,30.2102,40.9,,106.3,30.575,41.99
2002-02-06,1.7621,28.8091,40.98,,106.63,30.2,41.29
2002-02-07,1.7357,28.9405,41.06,,103.91,29.9,40.06
2002-02-08,1.7164,29.641,41.7,,104.99,30.325,40.8
2002-02-11,1.7843,29.352,43.2,,107.38,30.565,40.91
2002-02-12,1.765,28.8879,43.15,,106.57,30.07,41.34
2002-02-13,1.7864,29.8599,44.9,,108.48,30.91,41.09
2002-02-14,1.7571,30.28,44.77,,107.89,30.84,40.8
2002-02-15,1.7071,29.4921,45.01,,102.89,30.115,41.11
2002-02-18,1.7071,29.4921,45.01,,102.89,30.115,41.11
2002-02-19,1.6157,29.1156,43.71,,99.54,29.465,40.48
2002-02-20,1.6521,29.7637,43.31,,99.31,29.95,41.1
2002-02-21,1.5357,29.2644,44.21,,96.38,29.025,40.6
2002-02-22,1.6243,29.4658,44.76,,98.45,28.995,41.11
2002-02-25,1.7007,30.7356,44.94,,98.3,29.54,40.82
2002-02-26,1.6907,30.8581,45.15,,97.15,29.275,41.02
2002-02-27,1.5686,31.3222,45.9,,97.83,29.195,41.25
2002-02-28,1.55,31.9177,45.96,,98.12,29.17,40.96
2002-03-01,1.675,32.7059,47.84,,103.1,30.685,41.71
2002-03-04,1.735,34.5884,49.13,,105.9,31.65,41.89
2002-03-05,1.6807,34.1944,48.21,,105.67,31.54,40.6
2002-03-06,1.7193,35.0263,49.86,,106.3,31.815,40.54
2002-03-07,1.7414,34.5972,48.48,,103.71,31.36,39.98
2002-03-08,1.7614,35.4378,49.4,,105.09,31.975,40.01
2002-03-11,1.79,36.3835,51.07,,105.24,32.06,40.05
2002-03-12,1.7657,35.9807,50.28,,108.41,31.27,39.85
2002-03-13,1.7493,35.4378,49.22,,107.18,31.05,40.05
2002-03-14,1.745,35.6481,47.61,,106.6,30.61,39.95
2002-03-15,1.7821,36.9177,47.98,,106.79,31.245,41.37
2002-03-18,1.7671,36.7338,47.63,,106.35,31.07,40.66
2002-03-19,1.775,37.3905,48.04,,107.49,31.115,40.73
2002-03-20,1.78,36.6375,47.03,,105.5,30.05,40.08
2002-03-21,1.7336,35.9194,47.85,,106.78,30.68,40.3
2002-03-22,1.7207,35.9895,46.39,,105.6,30.225,40.65
2002-03-25,1.6679,35.359,45.72,,103.56,29.615,40.5295
2002-03-26,1.6757,35.5517,45.79,,102.9,29.54,39.94
2002-03-27,1.6764,36.1209,47.33,,103.39,29.72,39.92
2002-03-28,1.6907,35.8669,48.25,,104.0,30.155,39.74
2002-03-29,1.6907,35.8669,48.25,,104.0,30.155,39.74
2002-04-01,1.7471,35.1926,47.92,,102.86,30.19,40.25
2002-04-02,1.7193,34.9037,49.09,,101.09,28.65,39.91
2002-04-03,1.6964,34.606,48.73,,99.96,28.165,40.0
2002-04-04,1.7786,35.2715,49.08,,101.14,28.225,39.0
2002-04-05,1.7671,35.6392,48.29,,97.25,27.935,38.0
2002-04-08,1.7543,35.5867,49.0,,87.41,28.61,38.47
2002-04-09,1.7214,36.1033,48.57,,87.74,27.435,38.7
2002-04-10,1.7614,36.2522,49.58,,89.01,28.15,39.34
2002-04-11,1.7757,35.1751,48.82,,84.19,27.395,38.9
2002-04-12,1.79,35.403,48.55,,85.6,27.965,39.29
2002-04-15,1.7857,35.1664,47.65,,85.35,27.845,39.0
2002-04-16,1.8386,36.2172,48.7,,86.2,28.905,40.0
2002-04-17,1.865,36.0333,45.37,,84.81,28.315,37.85
2002-04-18,1.815,37.2154,43.7,,88.95,28.185,38.22
2002-04-19,1.7843,38.0911,42.75,,89.0,28.6,37.8
2002-04-22,1.7521,37.303,43.14,,87.93,27.795,37.11
2002-04-23,1.7321,37.5131,42.5,,87.33,26.995,36.7
2002-04-24,1.6979,37.268,42.4,,86.5,26.51,36.49
2002-04-25,1.7229,37.3117,41.9,,86.92,26.865,37.57
2002-04-26,1.6436,36.8214,41.51,,84.71,25.75,36.76
2002-04-29,1.7114,35.902,43.63,,83.89,26.12,36.27
2002-04-30,1.7336,35.9107,44.6,,83.76,26.13,36.35
2002-05-01,1.7129,36.6288,45.5,,84.3,26.375,37.46
2002-05-02,1.6921,37.0403,44.87,,83.86,25.605,37.37
2002-05-03,1.6793,36.6375,44.63,,81.78,24.78,36.75
2002-05-06,1.6179,35.9982,43.38,,76.0,24.31,36.55
2002-05-07,1.605,35.6042,43.14,,76.35,24.735,35.75
2002-05-08,1.7407,37.3905,44.41,,82.45,27.485,37.17
2002-05-09,1.7279,36.979,44.98,,79.93,26.06,36.5
2002-05-10,1.6657,36.3398,43.63,,79.68,25.025,36.22
2002-05-13,1.71,37.653,44.28,,82.19,26.345,36.97
2002-05-14,1.8293,39.0543,45.48,,85.48,27.44,37.37
2002-05-15,1.8057,39.291,44.55,,84.5,27.375,36.49
2002-05-16,1.8007,38.9667,45.0,,85.45,27.87,35.0
2002-05-17,1.7864,38.6953,45.61,,85.69,28.015,37.09
2002-05-20,1.7671,37.916,45.586,,84.45,27.005,36.6608
2002-05-21,1.6757,37.0315,44.35,,83.45,26.095,35.9
2002-05-22,1.7371,36.9389,43.805,,84.39,26.845,35.9
2002-05-23,1.7986,37.7233,44.15,,83.7025,27.41,36.2
2002-05-24,1.785,37.2417,43.35,,83.1,26.63,35.49
2002-05-27,1.785,37.2417,43.35,,83.1,26.63,35.49
2002-05-28,1.7129,37.2154,43.0,,82.08,26.16,34.79
2002-05-29,1.7129,37.0928,43.0,,81.6,26.025,35.09
2002-05-30,1.7286,36.9965,43.66,,82.25,26.32,34.67
2002-05-31,1.6643,37.224,42.65,,80.45,25.455,34.6
2002-06-03,1.6364,35.9807,41.86,,78.11,24.71,33.43
2002-06-04,1.6271,35.105,41.85,,79.31,24.99,34.58
2002-06-05,1.6229,35.911,42.2853,,80.55,25.83,34.6945
2002-06-06,1.5829,35.3415,41.96,,79.66,25.95,34.3628
2002-06-07,1.5286,33.9939,42.76,,78.3,25.99,34.5
2002-06-10,1.5343,34.7023,42.92,,76.8,26.41,35.165
2002-06-11,1.4614,33.9142,42.985,,75.49,26.285,34.12
2002-06-12,1.435,32.522,43.83,,74.65,27.77,35.02
2002-06-13,1.3957,31.4536,42.5,,76.4031,27.11,35.34
2002-06-14,1.4357,31.1189,42.53,,76.17,27.625,35.48
2002-06-17,1.4671,33.4501,44.0,,77.14,27.84,35.839
2002-06-18,1.4393,33.888,43.78,,75.94,27.995,36.21
2002-06-19,1.2229,33.2574,43.13,,73.35,27.18,36.0678
2002-06-20,1.2221,32.7583,43.77,,71.58,27.05,36.08
2002-06-21,1.2036,32.662,42.97,,68.75,26.14,34.03
2002-06-24,1.2336,32.2655,42.74,,69.7,27.08,33.9641
2002-06-25,1.2243,32.0905,43.586,,68.6,26.475,34.5023
2002-06-26,1.1821,31.2347,42.72,,70.05,27.065,34.5901
2002-06-27,1.2186,32.4694,44.8,,71.9,27.46,36.75
2002-06-28,1.2657,31.8039,45.0,,72.0,27.35,35.9119
2002-07-01,1.2186,32.496,44.8294,,67.6,26.33,34.2716
2002-07-02,1.21,32.25,44.54,,68.58,25.72,33.1848
2002-07-03,1.2536,31.69,43.77,,70.51,26.235,32.5
2002-07-04,1.2536,31.69,43.77,,70.51,26.235,32.5
2002-07-05,1.3386,32.706,45.0,,73.5,27.425,32.5
2002-07-08,1.2864,32.3993,44.3743,,71.3,26.46,34.2263
2002-07-09,1.2521,31.6637,43.22,,69.67,26.605,33.1
2002-07-10,1.2371,30.4991,40.8,,68.76,26.12,31.03
2002-07-11,1.3071,30.2258,41.17,,68.6656,26.455,32.6
2002-07-12,1.25,30.6305,40.15,,69.9875,25.93,32.2
2002-07-15,1.3021,29.4571,39.87,,68.2762,25.9,28.78
2002-07-16,1.2757,29.667,40.87,,70.1022,25.625,28.8303
2002-07-17,1.1164,29.7811,42.94,,70.69,26.0,29.26
2002-07-18,1.0707,29.3608,41.29,,72.25,25.555,27.98
2002-07-19,1.0686,27.7145,39.92,,72.0,24.78,26.82
2002-07-22,1.0657,25.3678,38.53,,68.5,23.155,25.92
2002-07-23,1.0336,25.0963,38.85,,67.05,21.505,26.05
2002-07-24,1.0857,26.6462,41.37,,69.54,23.115,27.89
2002-07-25,1.0257,26.4974,42.94,,69.35,21.415,28.07
2002-07-26,1.0243,26.4186,42.0,,66.4,22.675,29.58
2002-07-29,1.0729,29.4659,42.03,,71.18,24.125,30.85
2002-07-30,1.1021,29.7023,41.65,,71.79,24.05,31.17
2002-07-31,1.09,30.876,41.66,,70.4,23.99,32.35
2002-08-01,1.0571,30.0876,40.63,,68.25,22.875,31.5
